Train Number,Train Name,Train Source Stn,Source Dep. Time,Train Destination Stn,Dest. Arr. Time
22840,SHM AC SUVIDHA  ,CHENNAI CENTRAL,12:00,SHALIMAR       ,13:30
22843,BSP PNBE EXP    ,BILASPUR JN    ,20:35,PATNA JN       ,13:50
22844,PNBE BSP EXPRESS,PATNA JN       ,23:55,BILASPUR JN    ,17:25
22845,PUNE HATIA SUP  ,PUNE JN        ,10:45,HATIA          ,17:10
22846,HTE PUNE EXP    ,HATIA          ,20:00,PUNE JN        ,02:45
22847,VSKP LTT EXPRESS,VISAKHAPATNAM  ,08:30,LOKMANYATILAK T,13:35
22848,LTT VSKP SUP EXP,LOKMANYATILAK T,00:15,VISAKHAPATNAM  ,05:30
22849,SHM SC WKLY EXP ,SHALIMAR       ,12:10,SECUNDERABAD JN,15:00
22850,SC  SHM WKLY EXP,SECUNDERABAD JN,05:30,SHALIMAR       ,09:05
22851,MAQ VIVEK EXP   ,SANTRAGACHI JN ,16:05,MANGALORE CNTL ,09:30
22852,SRC VIVEK EXP   ,MANGALORE CNTL ,23:00,SANTRAGACHI JN ,17:50
22853,SHM VSKP SF EXP ,SHALIMAR       ,18:15,VISAKHAPATNAM  ,08:35
22854,VSKP SHM SF EXP ,VISAKHAPATNAM  ,13:35,SHALIMAR       ,03:30
22855,SRC TPTY SF EXP ,SANTRAGACHI JN ,16:05,TIRUPATI       ,18:00
22856,TPTY SRC SUP EXP,TIRUPATI       ,19:55,SANTRAGACHI JN ,22:10
22857,SRC ANVT SF EXP ,SANTRAGACHI JN ,08:50,ANAND VIHAR TRM,11:50
22858,ANVT SRC SF EXP ,ANAND VIHAR TRM,13:45,SANTRAGACHI JN ,17:00
22859,PURI CHENNAI EXP,PURI           ,17:30,CHENNAI CENTRAL,14:55
22860,MAS PURI EXPRESS,CHENNAI CENTRAL,16:25,PURI           ,14:55
22861,RAJYA RANI EXP  ,SHALIMAR       ,06:40,BANKURA        ,10:55
22862,RAJYA RANI EXP  ,BANKURA        ,13:45,SHALIMAR       ,18:00
22863,HWH YPR AC EXP  ,HOWRAH JN      ,11:00,YESVANTPUR JN  ,16:00
22864,YPR HWH AC EXP  ,YESVANTPUR JN  ,11:15,HOWRAH JN      ,16:10
22865,LTT PURI SUP EX ,LOKMANYATILAK T,00:15,PURI           ,08:55
22866,PURI LTT SF EXP ,PURI           ,05:30,LOKMANYATILAK T,13:35
22869,VSKP MAS SF EXP ,VISAKHAPATNAM  ,19:10,CHENNAI CENTRAL,08:55
22870,VISAKAPATNAM EXP,CHENNAI CENTRAL,21:10,VISAKHAPATNAM  ,10:25
22871,BBS TPTY EXPRESS,BHUBANESWAR    ,12:00,TIRUPATI       ,09:25
22872,TPTY BBS  EXP   ,TIRUPATI       ,12:45,BHUBANESWAR    ,09:40
22873,DGHA VSKP EXP   ,DIGHA FLAG STN ,17:15,VISAKHAPATNAM  ,08:35
22874,VSKP DIGHA EXP  ,VISAKHAPATNAM  ,17:45,DIGHA FLAG STN ,09:30
22875,KGP  PRR  EXRESS,KHARAGPUR JN   ,07:25,PURULIA JN     ,11:25
22876,PRR KGP EXP     ,PURULIA JN     ,11:55,KHARAGPUR JN   ,15:50
22877,DGHA PURI EXP   ,DIGHA FLAG STN ,17:15,PURI           ,03:20
22878,PURI DIGHA EXP  ,PURI           ,23:35,DIGHA FLAG STN ,09:30
22879,BBS TPTY SUP EXP,BHUBANESWAR    ,12:00,TIRUPATI       ,09:25
22880,TPTY BBS  SF EXP,TIRUPATI       ,12:45,BHUBANESWAR    ,09:40
22881,PUNE BBS EXPRESS,PUNE JN        ,11:15,BHUBANESWAR    ,17:35
22882,BBS PUNE EXP    ,BHUBANESWAR    ,22:10,PUNE JN        ,05:00
22889,DGHA PURI SUP EX,DIGHA FLAG STN ,17:15,PURI           ,03:20
22890,PURI DGHA SUP EX,PURI           ,23:35,DIGHA FLAG STN ,09:30
22891,HWH RNC INT EXP ,HOWRAH JN      ,15:10,RANCHI         ,23:00
22892,RNC HWH INT EXP ,RANCHI         ,06:10,HOWRAH JN      ,14:20
22893,SNSI HWH SUP EXP,SAINAGAR SHIRDI,13:55,HOWRAH JN      ,19:30
22894,HWH SNSI EXPRESS,HOWRAH JN      ,14:35,SAINAGAR SHIRDI,20:30
22901,UDZ SUPER FAST  ,BANDRA TERMINUS,23:25,UDAIPUR CITY   ,15:55
22902,UDZ BDTS SUP    ,UDAIPUR CITY   ,21:35,BANDRA TERMINUS,13:40
22903,BHUJ AC S F EXP ,BANDRA TERMINUS,23:55,BHUJ           ,13:15
22904,BDTS AC S F EXP ,BHUJ           ,15:05,BANDRA TERMINUS,04:55
22905,OKHA HOWRAH EXP ,OKHA           ,05:25,HOWRAH JN      ,03:35
22907,MAO HAPA SUP EXP,MADGAON        ,10:40,HAPA           ,10:20
22908,HAPA MADGAON EXP,HAPA           ,02:40,MADGAON        ,04:30
22909,BL  PURI S F EXP,VALSAD         ,19:40,PURI           ,10:15
22910,PURI VALSAD EXP ,PURI           ,05:30,VALSAD         ,19:50
22911,SHIPRA EXPRESS  ,INDORE JN BG   ,23:30,HOWRAH JN      ,06:45
22912,SHIPRA EXP      ,HOWRAH JN      ,17:45,INDORE JN BG   ,01:35
22915,BDTS HSR SF EXP ,BANDRA TERMINUS,12:55,HISAR          ,13:55
22916,HSR BDTS S F EXP,HISAR          ,15:45,BANDRA TERMINUS,17:10
22917,HARIDWAR EXP    ,BANDRA TERMINUS,11:50,HARIDWAR JN    ,15:35
22918,HW BDTS SF EXP  ,HARIDWAR JN    ,18:50,BANDRA TERMINUS,22:00
22926,PASCHIM EXPRESS ,KALKA          ,10:20,BANDRA TERMINUS,14:45
22927,LOK SHAKTI EXP  ,BANDRA TERMINUS,19:40,AHMEDABAD JN   ,04:20
22928,LOK SHAKTI EXP  ,AHMEDABAD JN   ,21:10,BANDRA TERMINUS,05:50
22931,BDTS JSM EXP    ,BANDRA TERMINUS,14:35,JAISALMER      ,12:50
22932,JSM BDTS SF     ,JAISALMER      ,19:20,BANDRA TERMINUS,17:35
22933,BDTS JP SF EXP  ,BANDRA TERMINUS,16:50,JAIPUR         ,10:45
22934,JP BDTS SF EXP  ,JAIPUR         ,12:45,BANDRA TERMINUS,07:35
22935,BDTS PIT SF EXP ,BANDRA TERMINUS,12:55,PALITANA       ,03:05
22936,PIT BDTS SF EXP ,PALITANA       ,16:00,BANDRA TERMINUS,06:15
22937,RAJKOT REWA EXP ,RAJKOT JN      ,11:50,REWA           ,16:45
22938,REWA RJT SUP EXP,REWA           ,18:30,RAJKOT JN      ,22:55
22939,HAPA BSP EXPRESS,HAPA           ,22:25,BILASPUR JN    ,04:50
22940,BSP HAPA EXPRESS,BILASPUR JN    ,08:10,HAPA           ,14:50
22941,INBD JAT S F EXP,INDORE JN BG   ,23:55,JAMMU TAWI     ,01:20
22942,JAT INDB SF EXP ,JAMMU TAWI     ,05:00,INDORE JN BG   ,06:00
22943,PUNE INDORE EXP ,PUNE JN        ,15:20,INDORE JN BG   ,09:50
22944,IND PUNE EXPRES ,INDORE JN BG   ,14:30,PUNE JN        ,08:10
22981,KOTA SGNR SF EX ,KOTA JN        ,17:20,SHRI GANGANAGAR,10:00
22982,SGNR KOTA SF    ,SHRI GANGANAGAR,17:15,KOTA JN        ,09:45
22996,AII BDTS SF EXP ,AJMER JN       ,20:30,BANDRA TERMINUS,14:20
23010,DOON EXXPRESS   ,KOTDWARA       ,21:45,HOWRAH JN      ,06:55
23112,GRD KOAA EXPRESS,GIRIDIH        ,22:50,KOLKATA        ,07:30
23142,TEESTA TORSA EXP,HALDIBARI      ,13:15,SEALDAH        ,04:35
23154,GOUR EXP        ,BALURGHAT      ,17:05,SEALDAH        ,05:20
23225,RJPB LINK EXP   ,SAHARSA JN     ,12:50,DANAPUR        ,20:40
23226,SHC LINK EXPRESS,DANAPUR        ,06:45,SAHARSA JN     ,13:45
23346,SKTN BSB INTER  ,SHAKTI NAGAR   ,05:00,VARANASI JN    ,13:00
23348,PNBE SGRL LNK EX,PATNA JN       ,19:30,SINGRAULI      ,09:25
24042,MUSSOORIE EXP   ,KOTDWARA       ,21:45,DELHI S ROHILLA,08:30
24060,MALANI EXP      ,BARMER         ,18:30,DELHI          ,11:10
24227,VARUNA EXPRESS  ,VARANASI JN    ,04:50,KANPUR CENTRAL ,11:35
24228,VARUNA EXP      ,KANPUR CENTRAL ,16:00,VARANASI JN    ,23:30
24369,TRIBENI EXPRESS ,SHAKTI NAGAR   ,17:55,BAREILLY       ,12:35
24370,TRIVENI EXP     ,BAREILLY       ,12:05,SHAKTI NAGAR   ,08:05
24512,KRJ ALD LINK EXP,BULANDSHAHR    ,18:15,ALLAHABAD JN   ,09:55
24887,HW BME LINK EXP ,HARIDWAR JN    ,19:10,BARMER         ,20:15
24888,BME HW LINK EXP ,BARMER         ,06:45,HARIDWAR JN    ,09:15
25014,CORBET PRK LINK ,RAMNAGAR       ,22:00,JAISALMER      ,23:15
25036,RMR DLI LINK EX ,RAMNAGAR       ,09:50,DELHI          ,15:20
25631,BKN GHY EXPRESS ,BIKANER JN     ,00:05,GUWAHATI       ,23:55
25657,KANCHANJANGA EXP,SEALDAH        ,06:35,SILCHAR        ,16:30
25658,KANCHANJUNGA EX ,SILCHAR        ,09:45,SEALDAH        ,19:25
25910,NTSK JIVACHH LIN,DARBHANGA JN   ,05:30,NEW TINSUKIA JN,15:00
28182,KIR TATA LNK EXP,KATIHAR JN     ,15:00,TATANAGAR JN   ,06:40
28624,BARKA RJPB EXP  ,BARKA KANA     ,16:15,RAJENDRANAGAR T,06:55
29020,DEHRADUN EXPRES ,MEERUT CITY    ,19:10,MANDASOR       ,13:40
29059,HAPA INTERCITY  ,SURAT          ,13:30,HAPA           ,23:51
29060,SURAT INTERCITY ,HAPA           ,04:55,SURAT          ,14:45
52228,TPU ASH EXPRESS ,TANAKPUR       ,18:40,AISHBAGH       ,06:55
52453,KALKA SIMLA EXP ,KALKA          ,06:00,SIMLA          ,11:05
52454,SML KLK EXPRESS ,SIMLA          ,18:15,KALKA          ,23:20
52455,HIMALYAN QUEEN  ,KALKA          ,12:10,SIMLA          ,17:20
52456,HIMALYAN  QUEEN ,SIMLA          ,10:35,KALKA          ,16:10
53520,GRD LINK PAS EXP,GIRIDIH        ,22:50,MADHUPUR JN    ,23:45
55322,RMR BSB EXPRESS ,RAMNAGAR       ,20:50,VARANASI JN    ,15:45
55601,KYQ LMG PASS    ,KAMAKHYA       ,05:35,LUMDING JN     ,12:05
55602,LMG KYQ PASS    ,LUMDING JN     ,14:10,KAMAKHYA       ,20:50
56101,CHENNAI EXPRESS ,METUR DAM      ,19:00,CHENNAI EGMORE ,04:40
59230,BVC ST LINK EXP ,BHAVNAGAR TRMUS,18:30,SURAT          ,07:15
59272,BVC DEE LINK EXP,BHAVNAGAR TRMUS,08:40,DELHI S ROHILLA,10:15
59460,VRL BCT PASS EXP,VERAVAL        ,13:20,MUMBAI CENTRAL ,07:10
74639,BAHL  SINA      ,BANIHAL        ,14:50,SRINAGAR       ,16:19
74640,SINA   BAHL     ,SRINAGAR       ,11:20,BANIHAL        ,13:05
83112,DNR GRD EXPRESS ,DANAPUR        ,19:00,GIRIDIH        ,04:30
83132,DNR GRD LINK EXP,DANAPUR        ,16:40,GIRIDIH        ,04:30
84369,TRIBENI EXPRESS ,BARWADIH JN    ,15:30,BAREILLY       ,12:35
